osmid,coord,building,amenity,geometry,services,bus
462994948,"(52.06922359675842, 5.099538282235379)",yes,,"POLYGON ((5.0995456 52.0692453, 5.0995724 52.0692165, 5.0995309 52.0692019, 5.0995042 52.0692307, 5.0995456 52.0692453))",['Working'],Node_56
462994949,"(52.065656315644766, 5.1023232017276445)",yes,,"POLYGON ((5.1023215 52.06564, 5.1022997 52.0656639, 5.1023251 52.0656726, 5.1023466 52.0656487, 5.1023215 52.06564))","['Living', 'Commerce', 'Healthcare', 'Entertainment']",Node_131
462994950,"(52.06710342543783, 5.100819623499782)",yes,,"POLYGON ((5.1008722 52.0670761, 5.1008308 52.0670615, 5.1008295 52.0670611, 5.1007658 52.0671303, 5.1008097 52.0671458, 5.1008734 52.0670766, 5.1008722 52.0670761))","['Healthcare', 'Education']",Node_62
462994951,"(52.066269250000005, 5.10228905)",yes,,"POLYGON ((5.1022833 52.0662545, 5.1022653 52.0662731, 5.1022948 52.066284, 5.1023128 52.0662654, 5.1022833 52.0662545))","['Healthcare', 'Education', 'Entertainment']",Node_131
462994952,"(52.066356804937136, 5.102207267184761)",yes,,"POLYGON ((5.1022056 52.0663406, 5.1021837 52.066364, 5.102209 52.066373, 5.1022308 52.0663496, 5.1022056 52.0663406))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_131
462994953,"(52.06581325683977, 5.102342279894373)",yes,,"POLYGON ((5.1023491 52.0658254, 5.1023793 52.0657931, 5.1023516 52.0657834, 5.1023054 52.0658337, 5.1023325 52.0658432, 5.1023491 52.0658254))",['Living'],Node_131
509623404,"(52.07279854879885, 5.090346477701314)",yes,,"POLYGON ((5.0903239 52.0727777, 5.090306 52.0727974, 5.0903691 52.0728193, 5.0903871 52.0727999, 5.0903239 52.0727777))",['Entertainment'],Node_16
509623405,"(52.0727450648371, 5.09039592555324)",yes,,"POLYGON ((5.0903713 52.0727264, 5.0903572 52.0727422, 5.0904206 52.0727637, 5.0904347 52.072748, 5.0903713 52.0727264))","['Living', 'Working', 'Education']",Node_16
509623406,"(52.073557750000006, 5.0896075000000005)",yes,,"POLYGON ((5.0895852 52.0735369, 5.089567 52.0735561, 5.0896298 52.0735786, 5.089648 52.0735594, 5.0895852 52.0735369))","['Education', 'Entertainment']",Node_170
509623407,"(52.07343043475792, 5.089758902726098)",yes,,"POLYGON ((5.0897365 52.0734096, 5.0897184 52.0734288, 5.0897812 52.0734513, 5.0897994 52.073432, 5.0897365 52.0734096))","['Commerce', 'Entertainment']",Node_170
509623408,"(52.07315579999999, 5.09001435)",yes,,"POLYGON ((5.0899918 52.073135, 5.0899738 52.0731543, 5.0900369 52.0731766, 5.0900549 52.0731573, 5.0899918 52.073135))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_170
509623409,"(52.07301843132177, 5.090142528954173)",yes,,"POLYGON ((5.0901203 52.0729975, 5.090102 52.073017, 5.0901649 52.0730393, 5.0901831 52.07302, 5.0901203 52.0729975))",['Healthcare'],Node_16
509623410,"(52.07329220068747, 5.089887584068509)",yes,,"POLYGON ((5.0898652 52.0732713, 5.0898471 52.0732906, 5.0899099 52.0733131, 5.0899281 52.0732938, 5.0898652 52.0732713))","['Living', 'Healthcare', 'Entertainment']",Node_170
509623411,"(52.0736129, 5.089555949999999)",yes,,"POLYGON ((5.0895336 52.073592, 5.0895155 52.0736113, 5.0895783 52.0736338, 5.0895964 52.0736145, 5.0895336 52.073592))","['Living', 'Education', 'Entertainment']",Node_170
509623412,"(52.073211250580705, 5.089962983959042)",yes,,"POLYGON ((5.0899407 52.0731906, 5.0899228 52.0732099, 5.0899852 52.0732319, 5.0900032 52.0732126, 5.0899407 52.0731906))","['Working', 'Education', 'Entertainment']",Node_170
509623413,"(52.07307385066435, 5.090091034047078)",yes,,"POLYGON ((5.0900686 52.073053, 5.0900505 52.0730723, 5.0901134 52.0730947, 5.0901316 52.0730754, 5.0900686 52.073053))","['Living', 'Healthcare', 'Education']",Node_16
509623414,"(52.07293564860961, 5.090219527639921)",yes,,"POLYGON ((5.0901969 52.0729147, 5.0901789 52.0729343, 5.0902422 52.0729565, 5.0902603 52.0729372, 5.0901969 52.0729147))","['Working', 'Healthcare']",Node_16
509623415,"(52.07334843386914, 5.089838001136384)",yes,,"POLYGON ((5.0898172 52.0733284, 5.0897994 52.0733478, 5.0898587 52.0733685, 5.0898766 52.073349, 5.0898172 52.0733284))","['Living', 'Commerce', 'Education', 'Entertainment']",Node_170
509623416,"(52.07348563406863, 5.089707318612171)",yes,,"POLYGON ((5.089685 52.0734648, 5.0896668 52.073484, 5.0897296 52.0735065, 5.0897478 52.0734872, 5.089685 52.0734648))","['Living', 'Working', 'Healthcare', 'Education', 'Entertainment']",Node_170
509623417,"(52.07288019638613, 5.090270736718798)",yes,,"POLYGON ((5.090248 52.0728592, 5.0902301 52.0728791, 5.0902937 52.072901, 5.0903116 52.0728817, 5.090248 52.0728592))","['Living', 'Working', 'Entertainment']",Node_16
510000918,"(52.078780196163734, 5.091880639026768)",yes,,"POLYGON ((5.0918737 52.078799, 5.0918807 52.0788015, 5.0919066 52.0787732, 5.0919103 52.0787691, 5.0918814 52.0787588, 5.0918505 52.0787911, 5.0918737 52.078799))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_14
541151057,"(52.07284547786703, 5.090660984535826)",yes,,"POLYGON ((5.0906373 52.0728527, 5.0906627 52.0728618, 5.0906847 52.0728382, 5.0906592 52.0728292, 5.0906373 52.0728527))","['Commerce', 'Healthcare', 'Entertainment']",Node_16
541151058,"(52.072941150000005, 5.09053805)",yes,,"POLYGON ((5.0905397 52.0729575, 5.0905619 52.0729339, 5.0905364 52.0729248, 5.0905142 52.0729484, 5.0905397 52.0729575))","['Living', 'Working', 'Commerce', 'Education']",Node_16
541151059,"(52.07322755, 5.090339399999999)",yes,,"POLYGON ((5.0903156 52.0732349, 5.0903411 52.0732439, 5.0903632 52.0732202, 5.0903377 52.0732112, 5.0903156 52.0732349))","['Commerce', 'Healthcare', 'Education']",Node_17
541151060,"(52.072854510630414, 5.090686436171563)",yes,,"POLYGON ((5.0906627 52.0728618, 5.0906881 52.0728709, 5.0907102 52.0728471, 5.0906847 52.0728382, 5.0906627 52.0728618))",['Healthcare'],Node_16
541151063,"(52.07353441721631, 5.0912100982202055)",yes,,"POLYGON ((5.0911863 52.0735418, 5.0912119 52.0735507, 5.0912339 52.0735271, 5.0912083 52.0735181, 5.0911863 52.0735418))","['Commerce', 'Education']",Node_97
541151065,"(52.07314498982807, 5.090416165612259)",yes,,"POLYGON ((5.0903924 52.0731525, 5.0904178 52.0731614, 5.09044 52.0731375, 5.0904144 52.0731286, 5.0903924 52.0731525))","['Living', 'Healthcare', 'Entertainment']",Node_17
541151066,"(52.073209554997106, 5.090288467186242)",yes,,"POLYGON ((5.0902902 52.0732259, 5.0903122 52.0732022, 5.0902868 52.0731932, 5.0902647 52.0732169, 5.0902902 52.0732259))",['Working'],Node_17
541151067,"(52.07326601719945, 5.091459148278398)",yes,,"POLYGON ((5.0914829 52.0732587, 5.0914574 52.0732496, 5.0914354 52.0732734, 5.0914609 52.0732824, 5.0914829 52.0732587))","['Living', 'Education', 'Entertainment']",Node_97
541151068,"(52.073218545002895, 5.090313932813758)",yes,,"POLYGON ((5.0902902 52.0732259, 5.0903156 52.0732349, 5.0903377 52.0732112, 5.0903122 52.0732022, 5.0902902 52.0732259))","['Working', 'Commerce', 'Healthcare']",Node_17
541151073,"(52.07334871719945, 5.091382448278397)",yes,,"POLYGON ((5.0913842 52.0733651, 5.0914062 52.0733414, 5.0913807 52.0733323, 5.0913587 52.0733561, 5.0913842 52.0733651))","['Living', 'Working', 'Healthcare']",Node_97
541151074,"(52.073357736310015, 5.0914078285061315)",yes,,"POLYGON ((5.0913842 52.0733651, 5.0913843 52.0733651, 5.0914096 52.0733741, 5.0914306 52.0733511, 5.0914314 52.0733503, 5.0914062 52.0733414, 5.0913842 52.0733651))","['Healthcare', 'Education', 'Entertainment']",Node_97
541151075,"(52.073543388726165, 5.091235619502827)",yes,,"POLYGON ((5.0912119 52.0735507, 5.0912131 52.0735512, 5.0912375 52.0735597, 5.0912593 52.0735359, 5.0912339 52.0735271, 5.0912119 52.0735507))","['Living', 'Working', 'Commerce', 'Healthcare']",Node_97
541151076,"(52.07313607772456, 5.0903906345470045)",yes,,"POLYGON ((5.0903669 52.0731435, 5.0903924 52.0731525, 5.0904144 52.0731286, 5.0903888 52.0731197, 5.0903669 52.0731435))","['Living', 'Working', 'Commerce']",Node_17
541151079,"(52.07317015498896, 5.09158206721257)",yes,,"POLYGON ((5.0915803 52.0731537, 5.0915583 52.0731775, 5.0915839 52.0731866, 5.0916058 52.0731628, 5.0915803 52.0731537))",['Entertainment'],Node_20
541151080,"(52.07345167216731, 5.09128686543738)",yes,,"POLYGON ((5.0912887 52.073468, 5.0913106 52.0734444, 5.0912851 52.0734353, 5.0912631 52.073459, 5.0912887 52.073468))","['Working', 'Education', 'Entertainment']",Node_97
541151081,"(52.073161082800546, 5.091556551721602)",yes,,"POLYGON ((5.0915548 52.0731447, 5.0915328 52.0731684, 5.0915583 52.0731775, 5.0915803 52.0731537, 5.0915548 52.0731447))","['Healthcare', 'Education']",Node_20
541151084,"(52.073023545094394, 5.090461082838272)",yes,,"POLYGON ((5.0904627 52.0730399, 5.090485 52.0730163, 5.0904594 52.0730072, 5.0904372 52.0730308, 5.0904627 52.0730399))","['Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_16
541151085,"(52.07312714494084, 5.09036508276089)",yes,,"POLYGON ((5.0903669 52.0731435, 5.0903888 52.0731197, 5.0903632 52.0731108, 5.0903414 52.0731346, 5.0903669 52.0731435))",['Working'],Node_17
541151088,"(52.07352550348144, 5.091184556892845)",yes,,"POLYGON ((5.0911863 52.0735418, 5.0912083 52.0735181, 5.0911828 52.0735092, 5.0911756 52.073517, 5.0911608 52.0735329, 5.0911863 52.0735418))","['Working', 'Healthcare', 'Education', 'Entertainment']",Node_97
541151089,"(52.07344266816101, 5.0912614024715275)",yes,,"POLYGON ((5.0912851 52.0734353, 5.0912597 52.0734263, 5.0912453 52.0734419, 5.0912377 52.0734501, 5.0912631 52.073459, 5.0912851 52.0734353))","['Living', 'Education']",Node_97
541151091,"(52.07325704011867, 5.091433728406907)",yes,,"POLYGON ((5.0914354 52.0732734, 5.0914574 52.0732496, 5.0914321 52.0732407, 5.0914176 52.0732563, 5.09141 52.0732644, 5.0914354 52.0732734))","['Working', 'Entertainment']",Node_97
541151092,"(52.073275005050135, 5.091484567193368)",yes,,"POLYGON ((5.0914829 52.0732587, 5.0914609 52.0732824, 5.0914863 52.0732913, 5.0915082 52.0732676, 5.0914829 52.0732587))","['Healthcare', 'Education', 'Entertainment']",Node_97
541151094,"(52.072836445058556, 5.090635532785973)",yes,,"POLYGON ((5.0906373 52.0728527, 5.0906592 52.0728292, 5.0906337 52.0728202, 5.0906119 52.0728437, 5.0906373 52.0728527))","['Living', 'Working', 'Healthcare', 'Education']",Node_16
541151097,"(52.07346068677791, 5.0913123294061915)",yes,,"POLYGON ((5.0912887 52.073468, 5.0913142 52.073477, 5.0913147 52.0734764, 5.0913359 52.0734533, 5.0913106 52.0734444, 5.0912887 52.073468))","['Living', 'Education', 'Entertainment']",Node_97
541151100,"(52.07333973380666, 5.091357003702871)",yes,,"POLYGON ((5.0913807 52.0733323, 5.0913553 52.0733234, 5.0913477 52.0733316, 5.0913333 52.0733471, 5.0913587 52.0733561, 5.0913807 52.0733323))","['Living', 'Working', 'Healthcare', 'Entertainment']",Node_97
541151101,"(52.07295025492561, 5.090563517163746)",yes,,"POLYGON ((5.0905397 52.0729575, 5.0905652 52.0729666, 5.0905873 52.072943, 5.0905619 52.0729339, 5.0905397 52.0729575))",['Education'],Node_16
541151102,"(52.073041817145736, 5.090512198420723)",yes,,"POLYGON ((5.0904883 52.0730491, 5.0905138 52.0730582, 5.0905361 52.0730346, 5.0905106 52.0730254, 5.0904883 52.0730491))","['Living', 'Commerce', 'Healthcare']",Node_16
541151103,"(52.072959345074395, 5.090588982836254)",yes,,"POLYGON ((5.0905652 52.0729666, 5.0905906 52.0729757, 5.0906128 52.0729521, 5.0905873 52.072943, 5.0905652 52.0729666))","['Working', 'Commerce', 'Healthcare']",Node_16
541151104,"(52.07315207530888, 5.091531121617428)",yes,,"POLYGON ((5.0915548 52.0731447, 5.0915295 52.0731357, 5.0915222 52.0731436, 5.0915074 52.0731595, 5.0915328 52.0731684, 5.0915548 52.0731447))","['Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_20
541151109,"(52.07303268284073, 5.090486651627269)",yes,,"POLYGON ((5.0904627 52.0730399, 5.0904883 52.0730491, 5.0905106 52.0730254, 5.090485 52.0730163, 5.0904627 52.0730399))","['Living', 'Healthcare']",Node_16
554041282,"(52.06721789776322, 5.100530080065581)",yes,,"POLYGON ((5.1005408 52.0670655, 5.1003194 52.0673036, 5.1004814 52.0673608, 5.100544 52.0672934, 5.1006078 52.0673116, 5.1006802 52.0672162, 5.1007294 52.0671718, 5.100682 52.0671515, 5.1007014 52.0671343, 5.1005408 52.0670655))","['Living', 'Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_62
574609007,"(52.077358281122656, 5.08461363523655)",yes,,"POLYGON ((5.0845821 52.0773637, 5.084622 52.0773778, 5.0846389 52.0773595, 5.0846454 52.0773524, 5.0846045 52.0773391, 5.0845821 52.0773637))","['Living', 'Commerce']",Node_1
574609010,"(52.077058750557654, 5.084891417132293)",yes,,"POLYGON ((5.0849041 52.0770739, 5.0848638 52.0770597, 5.0848788 52.0770436, 5.084919 52.0770578, 5.0849041 52.0770739))",['Healthcare'],Node_5
574609015,"(52.07748941797881, 5.084543054203586)",yes,,"POLYGON ((5.0845153 52.0774907, 5.0845556 52.0775048, 5.0845708 52.0774882, 5.0845306 52.077474, 5.0845153 52.0774907))",['Working'],Node_1
574609019,"(52.07709096191172, 5.084861470834422)",yes,,"POLYGON ((5.0848489 52.0770758, 5.0848891 52.07709, 5.0848808 52.0770989, 5.0848741 52.0771061, 5.0848339 52.077092, 5.0848404 52.0770849, 5.0848489 52.0770758))","['Living', 'Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_5
574609023,"(52.07750601870706, 5.084527821288172)",yes,,"POLYGON ((5.0845 52.0775073, 5.0845405 52.0775213, 5.0845556 52.0775048, 5.0845153 52.0774907, 5.0845 52.0775073))","['Living', 'Entertainment']",Node_1
574609031,"(52.077026472433744, 5.08492131710857)",yes,,"POLYGON ((5.084934 52.0770416, 5.0848937 52.0770275, 5.0849029 52.0770176, 5.0849087 52.0770113, 5.0849489 52.0770255, 5.0849432 52.0770317, 5.084934 52.0770416))","['Living', 'Commerce', 'Healthcare', 'Entertainment']",Node_5
574609040,"(52.077215050000014, 5.0847464)",yes,,"POLYGON ((5.0847186 52.0772162, 5.084734 52.0771997, 5.0847742 52.0772139, 5.0847588 52.0772304, 5.0847186 52.0772162))","['Living', 'Working', 'Education', 'Entertainment']",Node_1
574609044,"(52.07778734660599, 5.084269749715585)",yes,,"POLYGON ((5.084301 52.077782, 5.084261 52.077768, 5.084238 52.077792, 5.084279 52.077807, 5.084301 52.077782))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_1
574609049,"(52.077333585915056, 5.084635969114203)",yes,,"POLYGON ((5.0846045 52.0773391, 5.0846454 52.0773524, 5.0846674 52.0773285, 5.0846269 52.0773145, 5.0846045 52.0773391))","['Living', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_1
574609059,"(52.07710713343006, 5.08484653066382)",yes,,"POLYGON ((5.0848339 52.077092, 5.0848741 52.0771061, 5.0848592 52.0771223, 5.0848189 52.0771081, 5.0848339 52.077092))","['Living', 'Working', 'Commerce', 'Education']",Node_5
574609062,"(52.0777625, 5.0842925)",yes,,"POLYGON ((5.084301 52.077782, 5.084324 52.077757, 5.084284 52.077743, 5.084261 52.077768, 5.084301 52.077782))","['Living', 'Working', 'Healthcare', 'Entertainment']",Node_1
574609066,"(52.07764293153396, 5.084402568877777)",yes,,"POLYGON ((5.0843739 52.0776449, 5.0844144 52.0776588, 5.0844313 52.0776404, 5.08439 52.0776274, 5.0843739 52.0776449))","['Living', 'Working', 'Commerce', 'Education']",Node_1
574609071,"(52.07701035, 5.084936299999999)",yes,,"POLYGON ((5.0849489 52.0770255, 5.0849087 52.0770113, 5.0849237 52.0769952, 5.0849639 52.0770094, 5.0849489 52.0770255))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education']",Node_5
574609075,"(52.077626126303215, 5.084417487713717)",yes,,"POLYGON ((5.08439 52.0776274, 5.0844313 52.0776404, 5.084445 52.0776255, 5.0844045 52.0776115, 5.08439 52.0776274))","['Working', 'Entertainment']",Node_1
598533556,"(52.073727691662434, 5.091386340797509)",yes,,"POLYGON ((5.0914239 52.0737301, 5.0913642 52.0737087, 5.0913487 52.0737253, 5.09135 52.0737257, 5.0914085 52.0737467, 5.0914239 52.0737301))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_97
598533559,"(52.073783946044415, 5.091334018273566)",yes,,"POLYGON ((5.0912964 52.0737816, 5.0913563 52.0738028, 5.0913717 52.0737863, 5.0913128 52.0737655, 5.0913116 52.0737651, 5.0912964 52.0737816))","['Living', 'Working']",Node_97
598533562,"(52.07400308527078, 5.091130570354844)",yes,,"POLYGON ((5.0911682 52.0740054, 5.0911084 52.0739842, 5.0910929 52.0740007, 5.091119 52.07401, 5.0911527 52.074022, 5.0911682 52.0740054))","['Living', 'Entertainment']",Node_97
598533566,"(52.07406815795654, 5.091103822553194)",yes,,"POLYGON ((5.0910664 52.0740658, 5.0911262 52.074087, 5.0911414 52.0740707, 5.0910825 52.0740496, 5.0910815 52.0740492, 5.0910664 52.0740658))","['Living', 'Working', 'Healthcare']",Node_97
598533569,"(52.073800497893615, 5.091318630970366)",yes,,"POLYGON ((5.0912964 52.0737816, 5.0912809 52.0737982, 5.091341 52.0738194, 5.0913469 52.073813, 5.0913563 52.0738028, 5.0912964 52.0737816))","['Commerce', 'Entertainment']",Node_97
598533572,"(52.073711182646214, 5.0914016949563905)",yes,,"POLYGON ((5.0914239 52.0737301, 5.091431 52.0737226, 5.0914393 52.0737138, 5.0913795 52.0736922, 5.0913642 52.0737087, 5.0914239 52.0737301))","['Commerce', 'Education']",Node_97
598533576,"(52.07352753808157, 5.091572222575781)",yes,,"POLYGON ((5.09155 52.0735087, 5.0915347 52.0735253, 5.0915571 52.0735332, 5.0915947 52.0735463, 5.0916004 52.0735401, 5.0916098 52.0735299, 5.09155 52.0735087))","['Commerce', 'Healthcare', 'Education']",Node_97
598533579,"(52.07343658445975, 5.091656651981884)",yes,,"POLYGON ((5.0916789 52.0734555, 5.0916876 52.0734461, 5.0916943 52.0734389, 5.0916343 52.0734177, 5.091619 52.0734342, 5.0916789 52.0734555))","['Working', 'Commerce', 'Entertainment']",Node_97
598533582,"(52.07325280532823, 5.091827595798018)",yes,,"POLYGON ((5.0918652 52.0732552, 5.0918053 52.0732339, 5.09179 52.0732504, 5.0918498 52.0732717, 5.0918563 52.0732648, 5.0918652 52.0732552))","['Working', 'Education']",Node_20
598533586,"(52.073453075425064, 5.0916412484053515)",yes,,"POLYGON ((5.0916789 52.0734555, 5.091619 52.0734342, 5.0916036 52.0734508, 5.0916051 52.0734513, 5.0916637 52.0734719, 5.0916789 52.0734555))","['Living', 'Commerce', 'Healthcare', 'Education']",Node_97
598533589,"(52.0735746544555, 5.0915286444120955)",yes,,"POLYGON ((5.0915508 52.0735935, 5.0915594 52.0735844, 5.0915663 52.073577, 5.0915064 52.0735558, 5.091491 52.0735723, 5.0915508 52.0735935))","['Commerce', 'Healthcare', 'Entertainment']",Node_97
598533593,"(52.07392265421615, 5.091205369730381)",yes,,"POLYGON ((5.0912275 52.0739416, 5.091243 52.0739251, 5.0911842 52.0739041, 5.0911831 52.0739037, 5.0911678 52.0739202, 5.0912275 52.0739416))","['Working', 'Commerce', 'Education']",Node_97
598533597,"(52.07366419695663, 5.091445360091667)",yes,,"POLYGON ((5.0914231 52.0736453, 5.0914077 52.0736619, 5.0914677 52.0736831, 5.0914744 52.0736758, 5.091483 52.0736665, 5.0914231 52.0736453))","['Living', 'Working']",Node_97
598533600,"(52.07338957517747, 5.091700350667059)",yes,,"POLYGON ((5.0916779 52.0733708, 5.0916626 52.0733874, 5.0917226 52.0734083, 5.0917296 52.073401, 5.0917382 52.0733918, 5.0916779 52.0733708))","['Living', 'Commerce', 'Entertainment']",Node_20
598533604,"(52.07359118900872, 5.091513250495281)",yes,,"POLYGON ((5.0915508 52.0735935, 5.091491 52.0735723, 5.0914756 52.0735889, 5.0914767 52.0735892, 5.0915355 52.0736101, 5.0915508 52.0735935))","['Living', 'Working', 'Healthcare', 'Entertainment']",Node_97
598533607,"(52.07323626717957, 5.091842929149384)",yes,,"POLYGON ((5.0918652 52.0732552, 5.0918806 52.0732387, 5.0918218 52.0732177, 5.0918207 52.0732173, 5.0918053 52.0732339, 5.0918652 52.0732552))",['Commerce'],Node_20
598533610,"(52.073847740761906, 5.091274902536328)",yes,,"POLYGON ((5.0912971 52.0738666, 5.0913065 52.0738566, 5.0913126 52.07385, 5.0912525 52.0738289, 5.0912372 52.0738454, 5.0912971 52.0738666))","['Living', 'Commerce', 'Healthcare', 'Entertainment']",Node_97
598533613,"(52.073511080968466, 5.091587624194068)",yes,,"POLYGON ((5.09155 52.0735087, 5.0916098 52.0735299, 5.0916253 52.0735134, 5.0915667 52.0734928, 5.0915652 52.0734923, 5.09155 52.0735087))","['Living', 'Entertainment']",Node_97
598533617,"(52.07398651629145, 5.091145956234915)",yes,,"POLYGON ((5.0911682 52.0740054, 5.0911774 52.0739955, 5.0911836 52.0739889, 5.0911248 52.073968, 5.0911237 52.0739676, 5.0911084 52.0739842, 5.0911682 52.0740054))","['Commerce', 'Healthcare', 'Entertainment']",Node_97
598533620,"(52.07408467697988, 5.091088631354857)",yes,,"POLYGON ((5.0910664 52.0740658, 5.0910509 52.0740823, 5.091052 52.0740826, 5.0911108 52.0741036, 5.0911166 52.0740974, 5.0911262 52.074087, 5.0910664 52.0740658))","['Working', 'Education']",Node_97
598533623,"(52.0733000456257, 5.091783617943271)",yes,,"POLYGON ((5.0918058 52.073319, 5.0918152 52.0733089, 5.0918213 52.0733025, 5.0917614 52.0732811, 5.091746 52.0732976, 5.0918058 52.073319))","['Living', 'Commerce', 'Healthcare', 'Entertainment']",Node_20
598533626,"(52.07331652109473, 5.091768203517313)",yes,,"POLYGON ((5.0918058 52.073319, 5.091746 52.0732976, 5.0917306 52.0733142, 5.0917311 52.0733143, 5.0917905 52.0733354, 5.0918058 52.073319))","['Living', 'Working', 'Commerce', 'Healthcare', 'Entertainment']",Node_20
598533629,"(52.073864252372715, 5.091259414368324)",yes,,"POLYGON ((5.0912971 52.0738666, 5.0912372 52.0738454, 5.0912217 52.0738619, 5.091223 52.0738624, 5.0912818 52.0738831, 5.0912971 52.0738666))","['Living', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_97
598533632,"(52.07414851760377, 5.091029425990395)",yes,,"POLYGON ((5.0910668 52.074151, 5.0910073 52.0741296, 5.090992 52.0741461, 5.0909932 52.0741466, 5.091052 52.0741674, 5.0910668 52.074151))","['Working', 'Commerce', 'Healthcare']",Node_97
598533633,"(52.07364765009496, 5.091460660604813)",yes,,"POLYGON ((5.0914231 52.0736453, 5.091483 52.0736665, 5.0914983 52.0736501, 5.0914396 52.0736292, 5.0914383 52.0736288, 5.0914231 52.0736453))","['Living', 'Healthcare', 'Entertainment']",Node_97
598533634,"(52.073939126250416, 5.091189917388657)",yes,,"POLYGON ((5.0912275 52.0739416, 5.0911678 52.0739202, 5.0911523 52.0739368, 5.0911535 52.0739372, 5.0912123 52.073958, 5.0912177 52.0739522, 5.0912275 52.0739416))","['Working', 'Commerce', 'Entertainment']",Node_97
598533635,"(52.073373045276725, 5.091715630276485)",yes,,"POLYGON ((5.0916779 52.0733708, 5.0917382 52.0733918, 5.0917533 52.0733753, 5.0916938 52.0733545, 5.0916932 52.0733543, 5.0916779 52.0733708))",['Working'],Node_20
607891002,"(52.0745672709215, 5.092214136074187)",yes,,"POLYGON ((5.0921916 52.0745485, 5.0921763 52.0745649, 5.0921767 52.074565, 5.0921956 52.0745717, 5.0922365 52.0745861, 5.0922519 52.0745695, 5.0921916 52.0745485))","['Living', 'Working', 'Commerce', 'Entertainment']",Node_21
607891003,"(52.07371756397173, 5.0929679120352)",yes,,"POLYGON ((5.0929303 52.0737152, 5.0929903 52.0737364, 5.0929981 52.073728, 5.0930055 52.07372, 5.0929457 52.0736987, 5.0929303 52.0737152))","['Living', 'Healthcare', 'Entertainment']",Node_20
607891004,"(52.074503053832274, 5.092273613489322)",yes,,"POLYGON ((5.0923115 52.0745051, 5.0922513 52.0744841, 5.0922356 52.0745008, 5.0922958 52.0745221, 5.0923031 52.0745142, 5.0923115 52.0745051))",['Education'],Node_21
607891005,"(52.07435718008003, 5.092374627062304)",yes,,"POLYGON ((5.0924123 52.0743595, 5.0923524 52.0743383, 5.0923369 52.0743548, 5.0923969 52.0743761, 5.0924039 52.0743685, 5.0924123 52.0743595))","['Working', 'Healthcare']",Node_21
607891006,"(52.07379120086984, 5.09289941060777)",yes,,"POLYGON ((5.0929218 52.07381, 5.0929371 52.0737936, 5.0928783 52.0737728, 5.092877 52.0737724, 5.0928618 52.0737889, 5.0929218 52.07381))","['Living', 'Working', 'Commerce', 'Healthcare']",Node_20
607891007,"(52.07399378151423, 5.09271177382173)",yes,,"POLYGON ((5.0926742 52.0739913, 5.0927339 52.0740127, 5.0927433 52.0740026, 5.0927494 52.0739962, 5.0926895 52.0739749, 5.0926742 52.0739913))",['Living'],Node_20
607891008,"(52.07442079058894, 5.0923155400477835)",yes,,"POLYGON ((5.0923528 52.0744236, 5.0922926 52.0744024, 5.0922783 52.0744179, 5.0923053 52.0744275, 5.0923383 52.0744392, 5.0923528 52.0744236))","['Living', 'Education', 'Entertainment']",Node_21
607891009,"(52.074202012801926, 5.092518285382827)",yes,,"POLYGON ((5.0924806 52.0741998, 5.0925408 52.0742208, 5.092556 52.0742044, 5.0924973 52.0741836, 5.092496 52.0741832, 5.0924806 52.0741998))","['Living', 'Working', 'Commerce']",Node_21
607891010,"(52.07413204237425, 5.091044503291712)",yes,,"POLYGON ((5.0910668 52.074151, 5.0910761 52.0741407, 5.0910816 52.0741346, 5.0910236 52.0741134, 5.0910226 52.0741131, 5.0910073 52.0741296, 5.0910668 52.074151))",['Commerce'],Node_97
607891011,"(52.07365341194321, 5.093027662495016)",yes,,"POLYGON ((5.0929899 52.0736511, 5.09305 52.0736722, 5.0930655 52.0736558, 5.0930062 52.0736349, 5.0930053 52.0736346, 5.0929899 52.0736511))","['Living', 'Working']",Node_20
607891013,"(52.07412961075356, 5.092585470624703)",yes,,"POLYGON ((5.0925478 52.0741273, 5.0926082 52.0741483, 5.0926165 52.0741392, 5.0926231 52.074132, 5.092563 52.0741109, 5.0925478 52.0741273))","['Healthcare', 'Entertainment']",Node_21
607891014,"(52.074282860141835, 5.092443175190645)",yes,,"POLYGON ((5.092421 52.074264, 5.0924056 52.0742804, 5.092407 52.074281, 5.0924655 52.0743017, 5.0924808 52.0742853, 5.092421 52.074264))","['Working', 'Commerce', 'Healthcare', 'Education']",Node_21
607891016,"(52.07406561097084, 5.092644817555587)",yes,,"POLYGON ((5.0926672 52.0740844, 5.0926825 52.0740679, 5.0926238 52.0740473, 5.0926224 52.0740469, 5.0926071 52.0740633, 5.0926672 52.0740844))","['Living', 'Education']",Node_21
