osmid,coord,building,amenity,geometry,services,bus
267151025,"(52.07731937367189, 5.0852290717273485)",yes,,"POLYGON ((5.0851822 52.0773149, 5.0852585 52.0773419, 5.0852764 52.0773241, 5.0851992 52.0772967, 5.0851822 52.0773149))","['Living', 'Commerce']",Node_5
267151031,"(52.0765700721758, 5.08915358365401)",yes,,"POLYGON ((5.0891145 52.0765868, 5.08915 52.0765992, 5.0891924 52.076553, 5.0891578 52.0765409, 5.0891145 52.0765868))",['Education'],Node_11
267151049,"(52.07592006548183, 5.090644852687037)",yes,,"POLYGON ((5.0906004 52.0759397, 5.0906398 52.0759536, 5.0906893 52.0759005, 5.0906499 52.0758865, 5.0906004 52.0759397))","['Living', 'Working', 'Commerce', 'Education']",Node_10
267151050,"(52.07544986734822, 5.0875583976698096)",yes,,"POLYGON ((5.0875331 52.0754573, 5.0875609 52.075467, 5.0875837 52.0754425, 5.0875559 52.0754327, 5.0875331 52.0754573))","['Living', 'Working', 'Healthcare']",Node_169
267151051,"(52.078366659682835, 5.088197274192883)",yes,,"POLYGON ((5.088153 52.0783631, 5.0882242 52.0783885, 5.0882415 52.07837, 5.08817 52.0783449, 5.088153 52.0783631))","['Working', 'Healthcare', 'Education', 'Entertainment']",Node_168
267151059,"(52.07682965253728, 5.085585017814018)",yes,,"POLYGON ((5.0855535 52.0768348, 5.0855938 52.076849, 5.0856165 52.0768245, 5.0855763 52.0768103, 5.0855535 52.0768348))","['Living', 'Working']",Node_5
267151063,"(52.0773462827978, 5.085304868198762)",yes,,"POLYGON ((5.0852585 52.0773419, 5.0852728 52.077347, 5.0853253 52.0773656, 5.0853338 52.0773686, 5.0853508 52.0773504, 5.0852764 52.0773241, 5.0852585 52.0773419))","['Living', 'Education']",Node_5
267151064,"(52.077433, 5.09101335)",yes,,"POLYGON ((5.0909725 52.0774497, 5.0910107 52.0774631, 5.0910542 52.0774163, 5.091016 52.0774029, 5.0909725 52.0774497))","['Living', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_12
267151081,"(52.075775804329346, 5.0861718778270415)",garage,,"POLYGON ((5.0861317 52.0757927, 5.0861697 52.0758061, 5.0862119 52.0757587, 5.0861744 52.0757455, 5.0861317 52.0757927))",['Living'],Node_2
267151089,"(52.076823250000004, 5.0926973)",yes,,"POLYGON ((5.0926707 52.0768245, 5.0927094 52.0768379, 5.0927239 52.076822, 5.0926852 52.0768086, 5.0926707 52.0768245))",['Healthcare'],Node_215
267151090,"(52.075710461506645, 5.08618206894259)",yes,,"POLYGON ((5.0861396 52.0757147, 5.0861984 52.0757354, 5.0862247 52.0757063, 5.0861655 52.0756855, 5.0861396 52.0757147))","['Living', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_2
267151100,"(52.0760559672545, 5.093258036994251)",yes,,"POLYGON ((5.0932462 52.0760413, 5.0932315 52.0760572, 5.0932699 52.0760706, 5.0932846 52.0760548, 5.0932462 52.0760413))","['Living', 'Working', 'Education']",Node_217
267151102,"(52.07784618395848, 5.091610818526939)",yes,,"POLYGON ((5.0915838 52.077821, 5.0915619 52.0778445, 5.0916378 52.0778714, 5.0916597 52.0778478, 5.0915838 52.077821))","['Working', 'Healthcare']",Node_14
267151111,"(52.07664545, 5.08863845)",yes,,"POLYGON ((5.0885973 52.076662, 5.0886363 52.0766757, 5.0886796 52.0766289, 5.0886406 52.0766152, 5.0885973 52.076662))",['Living'],Node_6
267151117,"(52.07941452270663, 5.0875447165284005)",yes,,"POLYGON ((5.087507 52.0794281, 5.0875451 52.0794414, 5.0875824 52.079401, 5.0875444 52.0793876, 5.087507 52.0794281))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_9
267151119,"(52.07726556431406, 5.085077074976854)",yes,,"POLYGON ((5.0850303 52.0772612, 5.0851069 52.0772882, 5.0851239 52.07727, 5.0850473 52.0772429, 5.0850303 52.0772612))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_5
267151121,"(52.075925201782134, 5.086134540470631)",garage,,"POLYGON ((5.0860946 52.0759424, 5.0861311 52.0759552, 5.0861746 52.0759082, 5.0861377 52.0758952, 5.0860946 52.0759424))",['Living'],Node_2
267151126,"(52.0742352646037, 5.092062742774405)",yes,,"POLYGON ((5.0921225 52.074148, 5.091971 52.0743113, 5.092003 52.0743224, 5.0921542 52.0741597, 5.0921225 52.074148))","['Living', 'Working', 'Education', 'Entertainment']",Node_21
267151135,"(52.07736575704061, 5.090822166059515)",yes,,"POLYGON ((5.0907813 52.0773824, 5.0908196 52.0773959, 5.090863 52.0773491, 5.0908248 52.0773356, 5.0907813 52.0773824))","['Living', 'Working', 'Commerce', 'Entertainment']",Node_12
267151153,"(52.07953660446401, 5.088323817439898)",yes,,"POLYGON ((5.088319 52.0795086, 5.0882825 52.0795482, 5.0883287 52.0795646, 5.0883651 52.079525, 5.088319 52.0795086))","['Living', 'Healthcare']",Node_9
267151172,"(52.07552073469094, 5.087492645471646)",yes,,"POLYGON ((5.0874951 52.075538, 5.087518 52.0755132, 5.0874902 52.0755034, 5.0874673 52.0755284, 5.0874951 52.075538))","['Commerce', 'Healthcare', 'Education']",Node_169
267151185,"(52.077368650851575, 5.08538879530517)",yes,,"POLYGON ((5.0853338 52.0773686, 5.0853461 52.077373, 5.0854149 52.0773973, 5.0854317 52.0773791, 5.0854425 52.0773675, 5.0854399 52.0773666, 5.0853654 52.0773406, 5.0853555 52.0773521, 5.0853508 52.0773504, 5.0853338 52.0773686))","['Commerce', 'Healthcare']",Node_5
267151212,"(52.07568445465906, 5.087911117359412)",yes,,"POLYGON ((5.0879086 52.0756673, 5.0878859 52.0756918, 5.0879137 52.0757016, 5.0879363 52.0756771, 5.0879086 52.0756673))","['Living', 'Working', 'Healthcare']",Node_169
267151218,"(52.076144250676414, 5.087412267214777)",yes,,"POLYGON ((5.0873634 52.0761463, 5.0874343 52.0761714, 5.0874611 52.0761422, 5.0873903 52.0761171, 5.0873634 52.0761463))","['Living', 'Working', 'Healthcare', 'Education']",Node_3
267151222,"(52.07831353809505, 5.088046662617242)",yes,,"POLYGON ((5.0879984 52.0783085, 5.0880781 52.0783366, 5.0880949 52.0783185, 5.0880151 52.0782905, 5.0879984 52.0783085))","['Working', 'Healthcare', 'Education']",Node_7
267151236,"(52.075753299999995, 5.0878466499999995)",yes,,"POLYGON ((5.0878214 52.0757607, 5.0878493 52.0757705, 5.0878719 52.0757459, 5.087844 52.0757361, 5.0878214 52.0757607))","['Healthcare', 'Education', 'Entertainment']",Node_169
267151286,"(52.07374325444025, 5.087723784386006)",apartments,,"POLYGON ((5.0877145 52.0736527, 5.0875924 52.0737843, 5.0877335 52.0738338, 5.0877984 52.0737634, 5.0878549 52.073702, 5.0877145 52.0736527))",['Living'],Node_8
267151288,"(52.07833553275054, 5.086786813071051)",yes,,"POLYGON ((5.0868009 52.0783529, 5.0868182 52.0783341, 5.0867727 52.0783182, 5.0867554 52.0783369, 5.0868009 52.0783529))","['Working', 'Healthcare', 'Education']",Node_4
267151301,"(52.07751278370027, 5.091427178563151)",yes,,"POLYGON ((5.091394 52.0775153, 5.0914404 52.0775317, 5.0914603 52.0775102, 5.091414 52.0774939, 5.091394 52.0775153))","['Education', 'Entertainment']",Node_13
267151307,"(52.07671195, 5.092647599999999)",yes,,"POLYGON ((5.0926598 52.0767265, 5.0926741 52.0767108, 5.0926354 52.0766974, 5.0926211 52.0767131, 5.0926598 52.0767265))","['Living', 'Commerce']",Node_215
267151334,"(52.0759120428714, 5.086096983885301)",garage,,"POLYGON ((5.0860563 52.0759289, 5.0860946 52.0759424, 5.0861377 52.0758952, 5.0860993 52.0758817, 5.0860563 52.0759289))",['Living'],Node_2
267151340,"(52.07802660398997, 5.0839633129669455)",yes,,"POLYGON ((5.0839502 52.0780061, 5.0839282 52.0780305, 5.083976 52.0780472, 5.0839986 52.0780226, 5.0839502 52.0780061))","['Living', 'Working', 'Commerce', 'Education']",Node_0
267151359,"(52.074527999999994, 5.0920841999999995)",yes,,"POLYGON ((5.0920822 52.0745011, 5.0920456 52.0745406, 5.0920862 52.0745549, 5.0921228 52.0745154, 5.0920822 52.0745011))","['Living', 'Commerce', 'Education']",Node_21
267151370,"(52.07574526654334, 5.0926144696377404)",yes,,"POLYGON ((5.0926025 52.0757306, 5.092588 52.0757464, 5.0926264 52.0757599, 5.092641 52.0757442, 5.0926025 52.0757306))","['Healthcare', 'Education']",Node_217
267151387,"(52.07584980000001, 5.092672250000001)",yes,,"POLYGON ((5.0926603 52.0758352, 5.0926457 52.0758509, 5.0926842 52.0758644, 5.0926988 52.0758487, 5.0926603 52.0758352))","['Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_217
267151411,"(52.0771599, 5.091971450000001)",yes,,"POLYGON ((5.0919733 52.0771763, 5.0919952 52.0771525, 5.0919696 52.0771435, 5.0919477 52.0771673, 5.0919733 52.0771763))","['Living', 'Education', 'Entertainment']",Node_13
267151427,"(52.077168900000004, 5.09199705)",yes,,"POLYGON ((5.0919733 52.0771763, 5.0919989 52.0771853, 5.0920208 52.0771615, 5.0919952 52.0771525, 5.0919733 52.0771763))","['Living', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_13
267151438,"(52.078426588474485, 5.084923617833132)",yes,,"POLYGON ((5.0849225 52.0784051, 5.0848933 52.0784366, 5.0849248 52.0784481, 5.0849539 52.0784165, 5.0849225 52.0784051))","['Healthcare', 'Education', 'Entertainment']",Node_1
267151448,"(52.077324401191646, 5.0908925175083795)",yes,,"POLYGON ((5.0908593 52.0773269, 5.0909059 52.0773433, 5.0909257 52.0773219, 5.0908792 52.0773055, 5.0908593 52.0773269))","['Working', 'Commerce', 'Healthcare', 'Education']",Node_12
267151460,"(52.077252101190176, 5.090687467504188)",yes,,"POLYGON ((5.0907008 52.077271, 5.0907207 52.0772496, 5.0906742 52.0772332, 5.0906542 52.0772546, 5.0907008 52.077271))","['Commerce', 'Healthcare']",Node_12
267151462,"(52.07673329311673, 5.088426533833108)",yes,,"POLYGON ((5.0883854 52.0767498, 5.0884243 52.0767636, 5.0884677 52.0767168, 5.0884287 52.076703, 5.0883854 52.0767498))","['Living', 'Healthcare', 'Education', 'Entertainment']",Node_7
267151473,"(52.074101332820604, 5.093634183049031)",retail,,"POLYGON ((5.0936191 52.074049, 5.0935953 52.0740739, 5.0936018 52.0740762, 5.0935574 52.0741246, 5.0936397 52.0741538, 5.0936854 52.074105, 5.093694 52.0741081, 5.0937048 52.0740968, 5.0937167 52.0740843, 5.0936191 52.074049))","['Working', 'Commerce']",Node_106
267151481,"(52.075956267254504, 5.0933504369942515)",yes,,"POLYGON ((5.0933239 52.0759575, 5.0933623 52.0759709, 5.093377 52.0759551, 5.0933386 52.0759416, 5.0933239 52.0759575))","['Living', 'Entertainment']",Node_217
267151485,"(52.07688245, 5.0924892)",yes,,"POLYGON ((5.0924771 52.0768678, 5.0924626 52.0768837, 5.0925013 52.0768971, 5.0925158 52.0768812, 5.0924771 52.0768678))","['Commerce', 'Healthcare', 'Entertainment']",Node_215
267151489,"(52.07787533782302, 5.088553402765221)",yes,,"POLYGON ((5.0885214 52.0778801, 5.0885628 52.0778947, 5.0885854 52.0778707, 5.0885441 52.0778559, 5.0885214 52.0778801))","['Living', 'Working', 'Education', 'Entertainment']",Node_7
267151495,"(52.0758341006691, 5.092686817214314)",yes,,"POLYGON ((5.0926603 52.0758352, 5.0926988 52.0758487, 5.0927133 52.075833, 5.0926749 52.0758195, 5.0926603 52.0758352))","['Commerce', 'Education']",Node_217
267151502,"(52.07626974501762, 5.093194782800053)",yes,,"POLYGON ((5.093171 52.0762771, 5.0931965 52.0762861, 5.0932186 52.0762624, 5.093193 52.0762534, 5.093171 52.0762771))","['Living', 'Working', 'Commerce', 'Entertainment']",Node_26
267151504,"(52.07662989999999, 5.0887895)",yes,,"POLYGON ((5.0887594 52.0766384, 5.0887928 52.0766502, 5.0888196 52.0766214, 5.0887862 52.0766096, 5.0887594 52.0766384))","['Commerce', 'Education', 'Entertainment']",Node_6
267151508,"(52.0776813, 5.09176395)",yes,,"POLYGON ((5.091715 52.0776797, 5.091791 52.0777065, 5.0918129 52.0776829, 5.0917369 52.0776561, 5.091715 52.0776797))",['Education'],Node_13
267151526,"(52.07580248583796, 5.0862478679328085)",garage,,"POLYGON ((5.0862071 52.0758192, 5.0862451 52.0758327, 5.0862887 52.0757858, 5.0862505 52.0757723, 5.0862071 52.0758192))",['Living'],Node_2
267151534,"(52.079401149999995, 5.0875067000000005)",yes,,"POLYGON ((5.087469 52.0794147, 5.087507 52.0794281, 5.0875444 52.0793876, 5.0875064 52.0793742, 5.087469 52.0794147))","['Living', 'Working', 'Healthcare', 'Education']",Node_9
267151538,"(52.074402247733424, 5.087828120245849)",apartments,,"POLYGON ((5.0878542 52.0742876, 5.08768 52.0744737, 5.0878021 52.0745171, 5.0879763 52.0743303, 5.0878542 52.0742876))",['Living'],Node_169
267151541,"(52.07926299729359, 5.090773871286897)",apartments,,"POLYGON ((5.0906806 52.0793002, 5.0906796 52.0792998, 5.0906772 52.0793024, 5.0906396 52.0792891, 5.090629 52.0793008, 5.0905507 52.0792737, 5.09055 52.0792746, 5.0905493 52.0792753, 5.0905396 52.0792719, 5.0905358 52.0792706, 5.0904812 52.0792512, 5.0904295 52.0793062, 5.0904198 52.0793164, 5.0903028 52.0794422, 5.0902629 52.0794853, 5.0902535 52.0794955, 5.0901921 52.0795616, 5.0901582 52.0795981, 5.0901528 52.0795961, 5.0901509 52.0795954, 5.0901499 52.0795966, 5.0901474 52.0795992, 5.0901311 52.0796167, 5.0901106 52.0796389, 5.0901079 52.0796419, 5.0900869 52.0796428, 5.09 52.0796463, 5.0900001 52.079645, 5.0900007 52.0796437, 5.0899435 52.079646, 5.0899417 52.079646, 5.0899446 52.079618, 5.0899497 52.0796125, 5.0900099 52.0795476, 5.0903305 52.0792022, 5.0905138 52.0790048, 5.0905146 52.0790038, 5.0905194 52.0790055, 5.0905885 52.0790299, 5.0906062 52.0790361, 5.0906442 52.0790495, 5.0907156 52.0790747, 5.0907145 52.0790759, 5.0907162 52.0790768, 5.0907171 52.0790759, 5.0908601 52.0789221, 5.0910264 52.0789806, 5.0911923 52.0790389, 5.0911914 52.0790399, 5.0912663 52.0790661, 5.0912097 52.0791269, 5.091209 52.0791276, 5.0912071 52.079127, 5.0911587 52.0791793, 5.0910979 52.0792444, 5.0910997 52.0792452, 5.0910749 52.0792721, 5.09112 52.079288, 5.0911228 52.0792851, 5.0911271 52.0792866, 5.0911244 52.0792896, 5.0914452 52.0794029, 5.0914481 52.0794, 5.0914522 52.0794014, 5.0914494 52.0794044, 5.091454 52.0794061, 5.0914553 52.0794065, 5.0914538 52.0794082, 5.0914575 52.0794095, 5.0915211 52.0794319, 5.0914922 52.0794631, 5.0914803 52.0794759, 5.0914822 52.0794766, 5.0914095 52.0795568, 5.0913313 52.0795291, 5.0913233 52.0795262, 5.0911297 52.0794577, 5.0911273 52.0794569, 5.0909182 52.0793836, 5.0909113 52.0793812, 5.090875 52.0793678, 5.090874 52.0793686, 5.0906842 52.0793014, 5.0906806 52.0793002))",['Living'],Node_15
267151544,"(52.07885398401398, 5.088382211943439)",apartments,,"POLYGON ((5.0888964 52.0783917, 5.0888954 52.0783927, 5.0888413 52.0784512, 5.0888462 52.0784529, 5.0888614 52.0784583, 5.0888491 52.0784715, 5.0888133 52.0785098, 5.0887982 52.0785045, 5.0887932 52.0785027, 5.0887642 52.0785338, 5.0887134 52.0785884, 5.0887185 52.0785902, 5.0887335 52.0785956, 5.0887235 52.0786063, 5.0886854 52.0786473, 5.0886703 52.0786419, 5.0886652 52.0786402, 5.0886366 52.078671, 5.088584 52.0787276, 5.0885891 52.0787294, 5.0886041 52.0787347, 5.0885913 52.0787485, 5.0885559 52.0787866, 5.0885409 52.0787813, 5.0885358 52.0787795, 5.0885072 52.0788103, 5.0884566 52.0788649, 5.0884616 52.0788666, 5.0884767 52.0788719, 5.0884647 52.0788849, 5.0884288 52.0789235, 5.0884137 52.0789182, 5.0884087 52.0789164, 5.0883796 52.0789477, 5.0883291 52.0790021, 5.0883342 52.0790039, 5.0883493 52.0790092, 5.0883419 52.0790172, 5.0883014 52.0790607, 5.0882863 52.0790554, 5.0882812 52.0790537, 5.088253 52.079084, 5.0881999 52.0791413, 5.088205 52.0791431, 5.08822 52.0791484, 5.0882072 52.0791622, 5.088172 52.0792001, 5.0881569 52.0791948, 5.0881537 52.0791937, 5.0881518 52.079193, 5.0881265 52.0792202, 5.0880724 52.0792782, 5.0880774 52.07928, 5.0880925 52.0792854, 5.0880845 52.079294, 5.0880832 52.0792954, 5.0880444 52.0793371, 5.0880293 52.0793318, 5.0880241 52.0793301, 5.0879979 52.0793582, 5.0879315 52.0793347, 5.0879144 52.0793287, 5.0878622 52.0793102, 5.0878637 52.0793087, 5.0878783 52.0792934, 5.0879269 52.0792411, 5.0879904 52.0791726, 5.0880522 52.079106, 5.0880932 52.0790618, 5.0881174 52.0790356, 5.0881551 52.0789951, 5.0881855 52.0789624, 5.0882438 52.0788998, 5.0883085 52.0788304, 5.0883719 52.0787624, 5.0884354 52.0786942, 5.0885005 52.0786244, 5.0885682 52.0785517, 5.0886292 52.0784863, 5.0886936 52.0784172, 5.088759 52.078347, 5.0887616 52.0783442, 5.0888964 52.0783917))",['Living'],Node_168
267151553,"(52.076752369895296, 5.086789222280064)",yes,,"POLYGON ((5.0868096 52.0767709, 5.0868122 52.0767718, 5.0868281 52.0767546, 5.0868252 52.0767536, 5.0867663 52.0767329, 5.0867504 52.0767502, 5.0868096 52.0767709))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_5
267151557,"(52.07415546355857, 5.092749430183943)",apartments,,"POLYGON ((5.0924453 52.0745755, 5.0924488 52.0745717, 5.0924948 52.0745222, 5.0925419 52.0744715, 5.0925453 52.0744679, 5.0925724 52.0744387, 5.0925756 52.0744353, 5.0926163 52.0743914, 5.0926708 52.0743327, 5.0926738 52.0743295, 5.0927009 52.0743003, 5.0927044 52.0742965, 5.0927504 52.074247, 5.0927983 52.0741955, 5.092801 52.0741925, 5.092828 52.0741635, 5.0928312 52.0741601, 5.0928771 52.0741106, 5.0929242 52.0740598, 5.0929277 52.0740561, 5.0929546 52.0740271, 5.0929579 52.0740236, 5.0930052 52.0739727, 5.0930531 52.073921, 5.0930559 52.0739181, 5.093083 52.0738889, 5.0930867 52.0738848, 5.0931327 52.0738353, 5.0931798 52.0737846, 5.0931826 52.0737816, 5.0932097 52.0737525, 5.0932135 52.0737484, 5.0932613 52.0736969, 5.0931225 52.073648, 5.0930964 52.0736761, 5.0931119 52.0736816, 5.093034 52.0737655, 5.0930186 52.07376, 5.0929849 52.0737963, 5.0929695 52.0738128, 5.092985 52.0738183, 5.0929072 52.0739022, 5.0928917 52.0738967, 5.0928589 52.0739321, 5.0928427 52.0739495, 5.0928581 52.073955, 5.0927803 52.0740388, 5.0927648 52.0740334, 5.0927331 52.0740676, 5.0927158 52.0740862, 5.0927313 52.0740917, 5.0926534 52.0741755, 5.092638 52.0741701, 5.0926071 52.0742034, 5.0925857 52.0742264, 5.0926013 52.0742318, 5.0925234 52.0743156, 5.0925079 52.0743102, 5.0924811 52.0743391, 5.0924589 52.0743631, 5.0924744 52.0743685, 5.0923965 52.0744523, 5.092381 52.0744469, 5.092357 52.0744728, 5.092332 52.0744998, 5.0923475 52.0745052, 5.0922697 52.0745891, 5.0922542 52.0745837, 5.0922281 52.0746117, 5.0923669 52.07466, 5.0924152 52.0746079, 5.0924181 52.0746048, 5.0924453 52.0745755))",['Living'],Node_21
267151561,"(52.07668286029778, 5.089129676132106)",commercial,,"POLYGON ((5.0891221 52.0766292, 5.0890528 52.0767036, 5.0890501 52.0767054, 5.089137 52.0767368, 5.0892086 52.0766596, 5.0891221 52.0766292))","['Working', 'Commerce']",Node_11
267151564,"(52.07774762379137, 5.092096917170954)",yes,,"POLYGON ((5.092069 52.0777224, 5.0920673 52.0777242, 5.0920474 52.0777456, 5.092086 52.0777592, 5.0921249 52.0777728, 5.0921465 52.0777497, 5.092069 52.0777224))","['Working', 'Healthcare', 'Education']",Node_13
267151565,"(52.07569186868161, 5.0878374415179906)",yes,,"POLYGON ((5.0878588 52.0756981, 5.0878659 52.0756904, 5.087825 52.075676, 5.087809 52.0756934, 5.0878499 52.0757077, 5.0878588 52.0756981))","['Living', 'Working', 'Healthcare', 'Education', 'Entertainment']",Node_169
267151566,"(52.07480086533846, 5.090992695753681)",apartments,,"POLYGON ((5.0905139 52.0746647, 5.0905992 52.0746948, 5.0906849 52.074725, 5.0907702 52.0747551, 5.0908557 52.0747852, 5.0909864 52.0748313, 5.090927 52.0748963, 5.0909828 52.0749159, 5.0910289 52.074932, 5.0910509 52.0749081, 5.0910622 52.0749121, 5.0911 52.0748714, 5.0911975 52.0749058, 5.0913241 52.0749504, 5.0914078 52.0749799, 5.0914665 52.0749167, 5.0914649 52.0749161, 5.0914597 52.0749143, 5.0913837 52.0748875, 5.0912575 52.074843, 5.0910859 52.0747824, 5.090915 52.0747222, 5.0908295 52.074692, 5.0907441 52.0746619, 5.0906584 52.0746317, 5.0905794 52.0746038, 5.0905731 52.0746016, 5.0905139 52.0746647))",['Living'],Node_97
267151568,"(52.07502692270352, 5.0884328685803615)",yes,,"POLYGON ((5.0883941 52.0750439, 5.0884076 52.0750486, 5.0884294 52.0750562, 5.0884716 52.07501, 5.0884364 52.0749976, 5.0883941 52.0750439))",['Commerce'],Node_169
267151571,"(52.07928161134015, 5.0875694033311145)",yes,,"POLYGON ((5.0875296 52.0792996, 5.0875642 52.0793118, 5.0875821 52.0792927, 5.0876091 52.0792638, 5.0875743 52.0792514, 5.0875737 52.079252, 5.0875364 52.0792926, 5.0875296 52.0792996))","['Working', 'Education']",Node_9
267151574,"(52.07499801970425, 5.08811128072944)",apartments,,"POLYGON ((5.0881359 52.0748824, 5.0879618 52.0750697, 5.0880851 52.0751139, 5.0881817 52.0750118, 5.088261 52.0749265, 5.0881359 52.0748824))",['Living'],Node_169
267151576,"(52.07816432464403, 5.083985683689563)",yes,,"POLYGON ((5.0839463 52.0781816, 5.0839674 52.0781891, 5.0839817 52.0781942, 5.0840251 52.078147, 5.0839896 52.0781345, 5.0839463 52.0781816))","['Living', 'Working', 'Healthcare', 'Education']",Node_0
267151578,"(52.07946212664784, 5.087539596935804)",yes,,"POLYGON ((5.0875383 52.0794754, 5.087553 52.0794806, 5.0875722 52.0794598, 5.0875261 52.0794437, 5.087507 52.0794644, 5.0875383 52.0794754))","['Living', 'Working', 'Commerce', 'Education']",Node_9
267151582,"(52.07357290095418, 5.0881474039659444)",yes,,"POLYGON ((5.0881913 52.0735758, 5.0882007 52.0735656, 5.0881303 52.073541, 5.0880941 52.0735802, 5.0881645 52.0736048, 5.0881913 52.0735758))","['Living', 'Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_170
267151583,"(52.07813864470644, 5.0839125922896695)",yes,,"POLYGON ((5.0839109 52.078169, 5.0839541 52.0781221, 5.0839141 52.0781084, 5.0838922 52.0781322, 5.0838712 52.0781551, 5.0839109 52.078169))","['Living', 'Healthcare', 'Entertainment']",Node_0
267151584,"(52.079321402311166, 5.0876814952784795)",yes,,"POLYGON ((5.0876401 52.0793386, 5.087678 52.0793521, 5.0877008 52.0793277, 5.087723 52.0793041, 5.0877214 52.0793035, 5.087691 52.079293, 5.0876849 52.0792908, 5.0876829 52.0792929, 5.0876401 52.0793386))",['Healthcare'],Node_9
267151587,"(52.07675427628439, 5.086893025994708)",yes,,"POLYGON ((5.0868547 52.076753, 5.0869153 52.0767748, 5.0869329 52.0767561, 5.0868717 52.0767341, 5.0868707 52.0767338, 5.0868531 52.0767525, 5.0868547 52.076753))","['Living', 'Commerce', 'Healthcare', 'Education']",Node_5
267151589,"(52.07651200635233, 5.088557767108525)",yes,,"POLYGON ((5.0885253 52.0765179, 5.0885643 52.0765313, 5.0885663 52.076532, 5.0885902 52.0765063, 5.0885494 52.0764919, 5.0885253 52.0765179))","['Living', 'Working', 'Commerce', 'Education']",Node_6
267151590,"(52.079100083273076, 5.086595840896267)",yes,,"POLYGON ((5.0865961 52.0790795, 5.0865679 52.0791094, 5.0865669 52.0791105, 5.0865956 52.0791207, 5.0866248 52.0790896, 5.0865961 52.0790795))","['Commerce', 'Education', 'Entertainment']",Node_4
267151592,"(52.07588500550468, 5.08601994999546)",garage,,"POLYGON ((5.0860003 52.0759091, 5.0860186 52.0759156, 5.0860612 52.0758683, 5.0860219 52.0758544, 5.0859784 52.0759014, 5.0860003 52.0759091))",['Living'],Node_2
267151597,"(52.07655178844727, 5.088567683763456)",yes,,"POLYGON ((5.0885365 52.0765599, 5.0885717 52.0765723, 5.0885985 52.0765434, 5.0885663 52.076532, 5.0885643 52.0765313, 5.0885365 52.0765599))","['Commerce', 'Healthcare']",Node_6
267151601,"(52.07665436130019, 5.088857839052058)",yes,,"POLYGON ((5.0888223 52.0766606, 5.0888679 52.0766767, 5.0888893 52.0766537, 5.0888852 52.0766445, 5.0888491 52.0766318, 5.0888223 52.0766606))","['Working', 'Commerce', 'Healthcare', 'Education', 'Entertainment']",Node_11
267151603,"(52.07819097276636, 5.083933818823341)",yes,,"POLYGON ((5.0839002 52.0781929, 5.0839481 52.0782098, 5.0839674 52.0781891, 5.0839463 52.0781816, 5.0839197 52.0781721, 5.0839002 52.0781929))","['Commerce', 'Healthcare', 'Education']",Node_0
267151607,"(52.075443643357296, 5.089483772888776)",yes,,"POLYGON ((5.0895057 52.0754382, 5.0894696 52.0754258, 5.0894515 52.0754453, 5.0894977 52.0754616, 5.089516 52.0754419, 5.0895057 52.0754382))","['Healthcare', 'Education', 'Entertainment']",Node_10
267151611,"(52.07803962827081, 5.086421504021487)",apartments,,"POLYGON ((5.0864336 52.0781464, 5.0865026 52.0781709, 5.0866462 52.0780167, 5.0863407 52.0779084, 5.0861966 52.0780625, 5.0864336 52.0781464))",['Living'],Node_5
267151663,"(52.07412106257912, 5.087780536128795)",yes,,"POLYGON ((5.0877566 52.0741161, 5.0877558 52.074117, 5.0877516 52.0741217, 5.0877949 52.0741366, 5.0878095 52.0741205, 5.0877663 52.0741055, 5.0877566 52.0741161))","['Living', 'Commerce', 'Healthcare', 'Entertainment']",Node_8
267151665,"(52.0782080156779, 5.083982073597701)",yes,,"POLYGON ((5.0839481 52.0782098, 5.0839967 52.0782269, 5.0840161 52.0782062, 5.0839817 52.0781942, 5.0839674 52.0781891, 5.0839481 52.0782098))",['Living'],Node_0
267151669,"(52.07815180515424, 5.0839502360681195)",yes,,"POLYGON ((5.0839109 52.078169, 5.0839197 52.0781721, 5.0839463 52.0781816, 5.0839896 52.0781345, 5.0839541 52.0781221, 5.0839109 52.078169))","['Living', 'Working', 'Commerce', 'Education', 'Entertainment']",Node_0
267151675,"(52.0770132440931, 5.0898760920127115)",yes,,"POLYGON ((5.089838 52.0770191, 5.0898886 52.0770368, 5.0899102 52.077013, 5.0899056 52.0770037, 5.0898649 52.0769895, 5.089838 52.0770191))","['Living', 'Working', 'Healthcare', 'Education']",Node_12
267151680,"(52.07942705139183, 5.087580401874464)",yes,,"POLYGON ((5.0875451 52.0794414, 5.0875783 52.0794531, 5.0875934 52.0794369, 5.0876157 52.0794127, 5.0875824 52.079401, 5.0875451 52.0794414))","['Working', 'Commerce', 'Education', 'Entertainment']",Node_9
267151690,"(52.074330288692565, 5.0919836620013195)",yes,,"POLYGON ((5.092003 52.0743224, 5.091971 52.0743113, 5.0919506 52.0743332, 5.0919963 52.0743494, 5.0920166 52.0743272, 5.092003 52.0743224))","['Working', 'Commerce', 'Education']",Node_21
